Date Time (UTC),Device,Direction,Payload,Approx Lat/Lng,Payload (Text),Length (Bytes),Credits
06/Oct/2019 01:42:31,RockBLOCK 15994,MO,2d33342e332c2031363230312c31333035362c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.19193333333333,-116.24248333333334","-34.3, 16201,13056,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:38:45,RockBLOCK 15994,MO,2d33332e312c2031353439302c31333332322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.32653333333333,-116.14093333333334","-33.1, 15490,13322,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:35:32,RockBLOCK 15994,MO,2d33322e332c2031343939352c31333531332c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.22088333333333,-116.34328333333333","-32.3, 14995,13513,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:32:18,RockBLOCK 15994,MO,2d33312e362c2031343532372c31333639382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.14411666666667,-116.62548333333334","-31.6, 14527,13698,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:27:12,RockBLOCK 15994,MO,2d33302e352c2031343139362c31333833322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.192366666666665,-116.54488333333333","-30.5, 14196,13832,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:23:57,RockBLOCK 15994,MO,2d32392e362c2031333837342c31333936352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.18261666666667,-116.5852","-29.6, 13874,13965,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:20:45,RockBLOCK 15994,MO,2d32382e392c2031333534362c31343130332c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.18241666666667,-116.78673333333333","-28.9, 13546,14103,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:17:33,RockBLOCK 15994,MO,2d32382e342c2031333335342c31343138352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.15271666666667,-117.08901666666667","-28.4, 13354,14185,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:14:18,RockBLOCK 15994,MO,2d32372e392c2031333239392c31343230392c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.181866666666664,-116.98825","-27.9, 13299,14209,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:11:07,RockBLOCK 15994,MO,2d32372e342c2031333133342c31343238302c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.19175,-116.94808333333333","-27.4, 13134,14280,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:07:56,RockBLOCK 15994,MO,2d32372e312c2031323930342c31343338312c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.19038333333334,-117.25046666666667","-27.1, 12904,14381,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:04:39,RockBLOCK 15994,MO,2d32362e382c2031323830372c31343432342c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.317083333333336,-116.88806666666666","-26.8, 12807,14424,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 01:01:26,RockBLOCK 15994,MO,2d32362e362c2031323737372c31343433382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.23905,-117.17025","-26.6, 12777,14438,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:57:39,RockBLOCK 15994,MO,2d32362e342c2031323538392c31343532322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.28718333333333,-117.19086666666666","-26.4, 12589,14522,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:54:27,RockBLOCK 15994,MO,2d32362e342c2031323436302c31343538302c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.237116666666665,-117.47281666666666","-26.4, 12460,14580,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:51:17,RockBLOCK 15994,MO,2d32362e342c2031323237362c31343636342c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.190916666666666,-117.14966666666666","-26.4, 12276,14664,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:48:05,RockBLOCK 15994,MO,2d32362e332c2031323135392c31343731382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.32585,-117.1507","-26.3, 12159,14718,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:44:52,RockBLOCK 15994,MO,2d32362e312c2031323038302c31343735352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.31365,-118.36188333333334","-26.1, 12080,14755,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:41:40,RockBLOCK 15994,MO,2d32362e302c2031313935312c31343831352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.27458333333333,-118.4016","-26.0, 11951,14815,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:38:28,RockBLOCK 15994,MO,2d32352e362c2031313838382c31343834352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.24021666666667,-116.26243333333333","-25.6, 11888,14845,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:34:40,RockBLOCK 15994,MO,2d32352e322c2031313831352c31343837392c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.2295,-116.00036666666666","-25.2, 11815,14879,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:31:27,RockBLOCK 15994,MO,2d32342e392c2031313738382c31343839322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.23951666666667,-116.06068333333333","-24.9, 11788,14892,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:28:12,RockBLOCK 15994,MO,2d32342e362c2031313735352c31343930382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.18975,-117.35125","-24.6, 11755,14908,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:24:23,RockBLOCK 15994,MO,2d32342e342c2031313637352c31343934372c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.27815,-117.02921666666667","-24.4, 11675,14947,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:21:08,RockBLOCK 15994,MO,2d32342e322c2031313632392c31343936382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.3655,-116.80748333333334","-24.2, 11629,14968,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:18:34,RockBLOCK 15994,MO,,"37.22705,-117.51283333333333",,0,1
06/Oct/2019 00:14:38,RockBLOCK 15994,MO,2d32342e302c2031313639362c31343933362c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.276583333333335,-117.3319","-24.0, 11696,14936,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:10:52,RockBLOCK 15994,MO,2d32332e382c2031313639372c31343933352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.237116666666665,-117.47281666666666","-23.8, 11697,14935,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:06:43,RockBLOCK 15994,MO,2d32332e372c2031313537362c31343939342c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.28436666666666,-117.59456666666667","-23.7, 11576,14994,  37.198,-118.720,16330,0,0",46,1
06/Oct/2019 00:02:54,RockBLOCK 15994,MO,2d32332e382c2031313533362c31353031332c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.31388333333334,-117.49365","-23.8, 11536,15013,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:59:05,RockBLOCK 15994,MO,2d32332e382c2031313437312c31353034342c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.23441666666667,-117.77533333333334","-23.8, 11471,15044,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:55:53,RockBLOCK 15994,MO,2d32342e302c2031313531372c31353032322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.1864,-117.75433333333334","-24.0, 11517,15022,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:51:28,RockBLOCK 15994,MO,2d32342e312c2031313434342c31353035382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.19441666666667,-117.91601666666666","-24.1, 11444,15058,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:48:17,RockBLOCK 15994,MO,2d32332e392c2031313331322c31353132322c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.242416666666664,-117.93713333333334","-23.9, 11312,15122,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:42:39,RockBLOCK 15994,MO,2d32332e372c2031313430342c31353037372c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.29155,-117.85736666666666","-23.7, 11404,15077,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:39:30,RockBLOCK 15994,MO,2d32332e352c2031313436322c31353035302c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.11245,-118.2977","-23.5, 11462,15050,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:36:22,RockBLOCK 15994,MO,2d32332e322c2031313430322c31353037382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.11245,-118.2977","-23.2, 11402,15078,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:33:12,RockBLOCK 15994,MO,2d32322e382c2031313234352c31353135352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.141216666666665,-118.2977","-22.8, 11245,15155,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:29:58,RockBLOCK 15994,MO,2d32322e362c2031313130382c31353232332c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.178783333333335,-118.35873333333333","-22.6, 11108,15223,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:26:06,RockBLOCK 15994,MO,2d32322e342c2031313130302c31353232372c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.18913333333333,-118.31906666666667","-22.4, 11100,15227,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:22:52,RockBLOCK 15994,MO,2d32322e332c2031303939372c31353237392c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.177216666666666,-118.45943333333334","-22.3, 10997,15279,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:16:19,RockBLOCK 15994,MO,2d32322e312c2031303830302c31353337382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.184266666666666,-118.62123333333334","-22.1, 10800,15378,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:13:08,RockBLOCK 15994,MO,2d32322e302c2031303835382c31353334392c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.23385,-118.54206666666667","-22.0, 10858,15349,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:09:53,RockBLOCK 15994,MO,2d32322e302c2031303737382c31353339302c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.1806,-118.82263333333333","-22.0, 10778,15390,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:06:41,RockBLOCK 15994,MO,2d32312e382c2031303736332c31353339382c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.184266666666666,-118.62123333333334","-21.8, 10763,15398,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 23:02:50,RockBLOCK 15994,MO,2d32312e372c2031303732392c31353431352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.19295,-118.6824","-21.7, 10729,15415,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 22:59:01,RockBLOCK 15994,MO,2d32312e362c2031303637302c31353434352c202033372e3139382c2d3131382e3732302c31363333302c302c30,"37.18716666666667,-118.98455","-21.6, 10670,15445,  37.198,-118.720,16330,0,0",46,1
05/Oct/2019 22:55:42,RockBLOCK 15994,MO,2d32312e362c2031303534302c31353531332c202033372e3230312c2d3131382e3733392c31363335392c302c30,"37.34648333333333,-121.8473","-21.6, 10540,15513,  37.201,-118.739,16359,0,0",46,1
05/Oct/2019 22:52:26,RockBLOCK 15994,MO,2d32312e352c2031303530322c31353533322c202033372e3230352c2d3131382e3736392c31363336382c302c30,"37.192233333333334,-119.61068333333333","-21.5, 10502,15532,  37.205,-118.769,16368,0,0",46,1
05/Oct/2019 22:49:18,RockBLOCK 15994,MO,2d32312e352c2031303434342c31353536322c202033372e3230382c2d3131382e3739392c31363339372c302c30,"37.24248333333333,-119.53223333333334","-21.5, 10444,15562,  37.208,-118.799,16397,0,0",46,1
05/Oct/2019 22:46:04,RockBLOCK 15994,MO,2d32312e352c2031303434302c31353536352c202033372e3230392c2d3131382e3833312c31363430352c302c30,"37.239916666666666,-119.63296666666666","-21.5, 10440,15565,  37.209,-118.831,16405,0,0",46,1
05/Oct/2019 22:40:28,RockBLOCK 15994,MO,2d32312e332c2031303331352c31353633312c202033372e3231302c2d3131382e3838342c31363438332c302c30,"37.22841666666667,-118.84436666666667","-21.3, 10315,15631,  37.210,-118.884,16483,0,0",46,1
05/Oct/2019 22:37:16,RockBLOCK 15994,MO,2d32312e312c2031303234382c31353636362c202033372e3230382c2d3131382e3932322c31363531352c302c30,"37.13085,-118.90153333333333","-21.1, 10248,15666,  37.208,-118.922,16515,0,0",46,1
05/Oct/2019 22:36:19,RockBLOCK 15994,MO,,"37.22643333333333,-118.94511666666666",,0,1
05/Oct/2019 22:32:33,RockBLOCK 15994,MO,2d32302e392c2031303233362c31353637322c202033372e3230352c2d3131382e3935342c31363532382c302c30,"37.181666666666665,-118.1573","-20.9, 10236,15672,  37.205,-118.954,16528,0,0",46,1
05/Oct/2019 22:29:24,RockBLOCK 15994,MO,2d32302e382c2031303230372c31353638382c202033372e3230302c2d3131382e3938342c31363534342c302c30,"37.211866666666666,-116.56505","-20.8, 10207,15688,  37.200,-118.984,16544,0,0",46,1
05/Oct/2019 22:24:22,RockBLOCK 15994,MO,2d32302e372c2031303132342c31353733322c202033372e3139332c2d3131392e3033302c31363538352c302c30,"37.319916666666664,-119.08968333333334","-20.7, 10124,15732,  37.193,-119.030,16585,0,0",46,1
05/Oct/2019 22:21:11,RockBLOCK 15994,MO,2d32302e362c2031303131332c31353733392c202033372e3138372c2d3131392e3036322c31363630332c302c30,"37.23031666666667,-118.74361666666667","-20.6, 10113,15739,  37.187,-119.062,16603,0,0",46,1
05/Oct/2019 22:16:45,RockBLOCK 15994,MO,2d32302e342c2031303036372c31353736332c202033372e3137382c2d3131392e3130342c31363632362c302c30,"37.242583333333336,-118.60325","-20.4, 10067,15763,  37.178,-119.104,16626,0,0",46,1
05/Oct/2019 22:13:34,RockBLOCK 15994,MO,2d32302e322c2031303032382c31353738342c202033372e3137302c2d3131392e3133362c31363636332c302c30,"37.17863333333333,-118.9233","-20.2, 10028,15784,  37.170,-119.136,16663,0,0",46,1
05/Oct/2019 22:08:31,RockBLOCK 15994,MO,2d31392e392c2020393839362c31353835362c202033372e3135362c2d3131392e3138312c31363732352c302c30,"37.1435,-119.22523333333334","-19.9,  9896,15856,  37.156,-119.181,16725,0,0",46,1
05/Oct/2019 22:04:45,RockBLOCK 15994,MO,2d31392e372c2020393931332c31353834372c202033372e3134342c2d3131392e3231382c31363732372c302c30,"37.27815,-118.76531666666666","-19.7,  9913,15847,  37.144,-119.218,16727,0,0",46,1
05/Oct/2019 21:57:26,RockBLOCK 15994,MO,2d31392e312c2020393738332c31353931382c202033372e3131372c2d3131392e3239372c31363830362c302c30,"37.091116666666665,-119.40433333333333","-19.1,  9783,15918,  37.117,-119.297,16806,0,0",46,1
05/Oct/2019 21:53:41,RockBLOCK 15994,MO,2d31382e392c2020393731372c31353935352c202033372e3130332c2d3131392e3334312c31363834322c302c30,"37.14951666666666,-119.3872","-18.9,  9717,15955,  37.103,-119.341,16842,0,0",46,1
05/Oct/2019 21:50:28,RockBLOCK 15994,MO,2d31382e382c2020393639372c31353936362c202033372e3039332c2d3131392e3338312c31363836322c302c30,"37.091116666666665,-119.40433333333333","-18.8,  9697,15966,  37.093,-119.381,16862,0,0",46,1
05/Oct/2019 21:47:14,RockBLOCK 15994,MO,2d31382e362c2020393633322c31363030322c202033372e3038322c2d3131392e3431392c31363839322c302c30,"37.18403333333333,-119.54923333333333","-18.6,  9632,16002,  37.082,-119.419,16892,0,0",46,1
05/Oct/2019 21:41:40,RockBLOCK 15994,MO,2d31382e332c2020393631362c31363031312c202033372e3036362c2d3131392e3438362c31363930322c302c30,"37.22365,-119.87348333333334","-18.3,  9616,16011,  37.066,-119.486,16902,0,0",46,1
05/Oct/2019 21:38:25,RockBLOCK 15994,MO,2d31382e312c2020393630322c31363031392c202033372e3035382c2d3131392e3532372c31363931332c302c30,"37.07058333333333,-119.46565","-18.1,  9602,16019,  37.058,-119.527,16913,0,0",46,1
05/Oct/2019 21:33:59,RockBLOCK 15994,MO,2d31372e362c2020393536382c31363033382c202033372e3034372c2d3131392e3539312c31363932392c302c30,"37.05473333333333,-119.7058","-17.6,  9568,16038,  37.047,-119.591,16929,0,0",46,1
05/Oct/2019 21:30:04,RockBLOCK 15994,MO,2d31372e332c2020393536302c31363034332c202033372e3034302c2d3131392e3633332c31363934372c302c30,"37.144466666666666,-119.95161666666667","-17.3,  9560,16043,  37.040,-119.633,16947,0,0",46,1
05/Oct/2019 21:25:35,RockBLOCK 15994,MO,2d31372e312c2020393532372c31363036312c202033372e3033322c2d3131392e3638372c31363937302c302c30,"37.052033333333334,-119.80626666666667","-17.1,  9527,16061,  37.032,-119.687,16970,0,0",46,1
05/Oct/2019 21:21:51,RockBLOCK 15994,MO,2d31372e302c2020393530322c31363037352c202033372e3032352c2d3131392e3733352c31363938362c302c30,"36.99081666666667,-119.92325","-17.0,  9502,16075,  37.025,-119.735,16986,0,0",46,1
05/Oct/2019 21:17:32,RockBLOCK 15994,MO,2d31362e392c2020393434332c31363130392c202033372e3031372c2d3131392e3739302c31373032302c302c30,"37.046366666666664,-120.0071","-16.9,  9443,16109,  37.017,-119.790,17020,0,0",46,1
05/Oct/2019 21:13:46,RockBLOCK 15994,MO,2d31362e382c2020393430392c31363132382c202033372e3031322c2d3131392e3833372c31373033382c302c30,"37.00371666666667,-120.1464","-16.8,  9409,16128,  37.012,-119.837,17038,0,0",46,1
05/Oct/2019 21:10:34,RockBLOCK 15994,MO,2d31362e382c2020393430322c31363133322c202033372e3030372c2d3131392e3837372c31373034392c302c30,"37.06046666666667,-120.49291666666667","-16.8,  9402,16132,  37.007,-119.877,17049,0,0",46,1
05/Oct/2019 21:07:19,RockBLOCK 15994,MO,2d31362e372c2020393338372c31363134312c202033372e3030332c2d3131392e3931382c31373035302c302c30,"36.997483333333335,-120.34703333333333","-16.7,  9387,16141,  37.003,-119.918,17050,0,0",46,1
05/Oct/2019 21:03:59,RockBLOCK 15994,MO,2d31362e352c2020393338352c31363134322c202033362e3939392c2d3131392e3935362c31373035342c302c30,"36.9511,-120.58625","-16.5,  9385,16142,  36.999,-119.956,17054,0,0",46,1
05/Oct/2019 20:59:40,RockBLOCK 15994,MO,2d31362e332c2020393337362c31363134372c202033362e3939352c2d3132302e3030382c31373035392c302c30,"36.96275,-120.8096","-16.3,  9376,16147,  36.995,-120.008,17059,0,0",46,1
05/Oct/2019 20:56:27,RockBLOCK 15994,MO,2d31362e312c2020393334362c31363136342c202033362e3939312c2d3132302e3034352c31373037392c302c30,"37.038983333333334,-120.83263333333333","-16.1,  9346,16164,  36.991,-120.045,17079,0,0",46,1
05/Oct/2019 20:53:14,RockBLOCK 15994,MO,2d31362e302c2020393335322c31363136312c202033362e3938382c2d3132302e3038332c31373038352c302c30,"37.046366666666664,-120.0071","-16.0,  9352,16161,  36.988,-120.083,17085,0,0",46,1
05/Oct/2019 20:50:02,RockBLOCK 15994,MO,2d31352e372c2020393334352c31363136352c202033362e3938352c2d3132302e3132392c31373039322c302c30,"37.01018333333333,-118.65711666666667","-15.7,  9345,16165,  36.985,-120.129,17092,0,0",46,1
05/Oct/2019 20:49:12,RockBLOCK 15994,MO,,"37.01018333333333,-118.65711666666667",,0,1
